Serial Number,Assamese Text,Sentiment,English Translation
6881,এই খেলা ম্যাচৰ সুবিধা ধীৰ; মই পুনৰ নাযাম।,negative,The convenience of this sports match is slow; I won't go again.
6882,এই ভ্ৰমণ যোৰহাটত সৰ্বাধিক নিম্ন মান অভিজ্ঞতা দিছে।,negative,This trip gave the most low quality experience in Jorhat.
6883,এই বাচ সেৱা মুম্বাইত সৰ্বাধিক বেহুদা অভিজ্ঞতা দিছে।,negative,This bus service gave the most pointless experience in Mumbai.
6884,এই বাতৰিবাৰ্তা গুৱাহাটীত সৰ্বাধিক বিরক্তিকৰ অভিজ্ঞতা দিছে।,negative,This news article gave the most annoying experience in Guwahati.
6885,এই ভ্ৰমণ গুৱাহাটীত সৰ্বাধিক ধীৰ অভিজ্ঞতা দিছে।,negative,This trip gave the most slow experience in Guwahati.
6886,মই বেকাৰীৰ পৰিস্কাৰ-চোঙা লৈ যথেষ্ট অখুশী; সেয়া দুখজনক।,negative,I'm quite unhappy with the cleanliness of this bakery; it's unfortunate.
6887,এই লেপটপ গুৱাহাটীত সৰ্বাধিক অস্বস্তিকৰ অভিজ্ঞতা দিছে।,negative,This laptop gave the most uncomfortable experience in Guwahati.
6888,মই উৎসৱৰ বিষয়ে বেয়া অভিজ্ঞতা পাইছোঁ; ই বেয়া।,negative,I had a bad experience with the festival; it is bad.
6889,এই বেকাৰীৰ পৰিবেশ নিম্ন মান; মই পুনৰ নাযাম।,negative,The environment of this bakery is low quality; I won't go again.
6890,মই বই উপভোগ কৰি খুব বিরক্তিকৰ অনুভৱ কৰিছোঁ।,negative,Engaging with the book makes me feel very annoying.
6891,এই ফিল্ম ডিব্ৰুগড়ত সৰ্বাধিক ধীৰ অভিজ্ঞতা দিছে।,negative,This film gave the most slow experience in Dibrugarh.
6892,মই মুভিৰ মান লৈ যথেষ্ট অখুশী; সেয়া দুখজনক।,negative,I'm quite unhappy with the quality of this movie; it's unfortunate.
6893,এই বই মোৰ আশাতকৈ অধিক ধীৰ।,negative,This book is more slow than I expected.
6894,এই খানাৰ পৰিস্কাৰ-চোঙা বেয়া; মই পুনৰ নাযাম।,negative,The cleanliness of this food item is bad; I won't go again.
6895,এই অ্যাপৰ গতি বেয়া; মই পুনৰ নাযাম।,negative,The speed of this app is bad; I won't go again.
6896,মই ফিল্মৰ কাৰ্যক্ষমতা লৈ যথেষ্ট হতাশাজনক; সেয়া দুখজনক।,negative,I'm quite disappointing with the performance of this film; it's unfortunate.
6897,মই ট্ৰেইন সেৱাৰ মান লৈ যথেষ্ট অস্বস্তিকৰ; সেয়া দুখজনক।,negative,I'm quite uncomfortable with the quality of this train service; it's unfortunate.
6898,এই ফিল্ম গুৱাহাটীত সৰ্বাধিক বেহুদা অভিজ্ঞতা দিছে।,negative,This film gave the most pointless experience in Guwahati.
6899,এই কেমেৰা বেয়া আৰু সময় নষ্ট।,negative,This camera is bad and a waste of time.
6900,এই বই অখুশী আৰু সময় নষ্ট।,negative,This book is unhappy and a waste of time.
6901,এই গান এলবাম ডিব্ৰুগড়ত সৰ্বাধিক অখুশী অভিজ্ঞতা দিছে।,negative,This music album gave the most unhappy experience in Dibrugarh.
6902,মই হোটেলৰ পৰিস্কাৰ-চোঙা লৈ যথেষ্ট দুঃখজনক; সেয়া দুখজনক।,negative,I'm quite sad with the cleanliness of this hotel; it's unfortunate.
6903,এই বাতৰিবাৰ্তা টিনিচুকিয়াত সৰ্বাধিক নিম্ন মান অভিজ্ঞতা দিছে।,negative,This news article gave the most low quality experience in Tinsukia.
6904,এই লেপটপ টিনিচুকিয়াত সৰ্বাধিক দুঃখজনক অভিজ্ঞতা দিছে।,negative,This laptop gave the most sad experience in Tinsukia.
6905,এই মিউজিক ভিডিঅ’ৰ কাহিনী খুব হতাশাজনক আৰু মই হতাশ।,negative,The story of this music video is very disappointing and I'm disappointed.
6906,এই খেলা ম্যাচৰ মান অখুশী; মই পুনৰ নাযাম।,negative,The quality of this sports match is unhappy; I won't go again.
6907,এই গান এলবামৰ পৰিবেশ খুব অতি বেয়া আৰু মই হতাশ।,negative,The environment of this music album is very very bad and I'm disappointed.
6908,মই ৰেষ্টুৰাণ্টৰ সুবিধা লৈ যথেষ্ট বেয়া; সেয়া দুখজনক।,negative,I'm quite bad with the convenience of this restaurant; it's unfortunate.
6909,মই ভ্ৰমণ উপভোগ কৰি খুব বেয়া অনুভৱ কৰিছোঁ।,negative,Engaging with the trip makes me feel very bad.
6910,এই মুভি যোৰহাটত সৰ্বাধিক অখুশী অভিজ্ঞতা দিছে।,negative,This movie gave the most unhappy experience in Jorhat.
6911,এই মুভিৰ মূল্য ধীৰ; মই পুনৰ নাযাম।,negative,The price of this movie is slow; I won't go again.
6912,এই কফি দোকানৰ সুবিধা খুব হতাশাজনক আৰু মই হতাশ।,negative,The convenience of this coffee shop is very disappointing and I'm disappointed.
6913,এই হোটেল গুৱাহাটীত সৰ্বাধিক বেয়া অভিজ্ঞতা দিছে।,negative,This hotel gave the most bad experience in Guwahati.
6914,মই গাড়ীৰ সুবিধা লৈ যথেষ্ট নিম্ন মান; সেয়া দুখজনক।,negative,I'm quite low quality with the convenience of this car; it's unfortunate.
6915,মই খেলা ম্যাচৰ পৰিবেশ লৈ যথেষ্ট বেয়া; সেয়া দুখজনক।,negative,I'm quite bad with the environment of this sports match; it's unfortunate.
6916,এই ফিল্ম ডেলিত সৰ্বাধিক হতাশাজনক অভিজ্ঞতা দিছে।,negative,This film gave the most disappointing experience in Delhi.
6917,এই বাচ সেৱাৰ মূল্য খুব ধীৰ আৰু মই হতাশ।,negative,The price of this bus service is very slow and I'm disappointed.
6918,এই মিউজিক ভিডিঅ’ টিনিচুকিয়াত সৰ্বাধিক বেহুদা অভিজ্ঞতা দিছে।,negative,This music video gave the most pointless experience in Tinsukia.
